,Unnamed: 0,id,name,host_id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count
4461,4461,9691645,Rental unit in Dublin · ★4.67 · 2 bedrooms · 2 beds · 2 baths,11241174,Dublin City,53.33577,-6.27505,Entire home/apt,130.0,2,24,2
4462,4462,9687503,Rental unit in Dublin · ★4.84 · 1 bedroom · 1 bed · 1 shared bath,11241174,Dublin City,53.33588,-6.27474,Private room,124.0,2,212,2
4463,4463,9742084,Home in Sandymount · ★4.65 · 1 bedroom · 1 bed · 1 bath,2002122,Dublin City,53.33592,-6.23149,Private room,124.0,3,31,1
4464,4464,9734828,Condo in Dublin 2 · ★4.59 · 1 bedroom · 1 bed · 1 shared bath,24913851,Dublin City,53.34352,-6.24668,Private room,124.0,1,63,4
4465,4465,9748309,Rental unit in Dublin · 1 bedroom · 1 bed · 1 bath,10366521,Dn Laoghaire-Rathdown,53.30571,-6.18749,Private room,124.0,1,1,1
4466,4466,12367192,Condo in Dublin 4 · 2 bedrooms · 2 beds · 1 bath,19272422,Dublin City,53.32657,-6.24565,Entire home/apt,124.0,2,2,1
4467,4467,12381910,Home in Glasnevin · 1 bedroom · 1 bed · 1 bath,66925754,Dublin City,53.3762,-6.26605,Entire home/apt,124.0,2,0,1
4468,4468,9752642,Rental unit in Dublin · 2 bedrooms · 2 beds · 1 bath,50288226,Dublin City,53.34474,-6.24633,Entire home/apt,124.0,1,0,2
4469,4469,9821497,Rental unit in Dublin · 1 bedroom · 3 beds · 1 bath,50589171,Dublin City,53.3664,-6.29879,Entire home/apt,124.0,1,0,1
4470,4470,9820907,Rental unit in Dublin · ★3.67 · 2 bedrooms · 2 beds · 1 bath,50586784,Dublin City,53.339,-6.3053,Entire home/apt,124.0,2,6,1
4471,4471,9857003,Rental unit in Co Dublin · ★4.78 · 1 bedroom · 1 bed · 1 bath,11261110,Dn Laoghaire-Rathdown,53.29571,-6.16166,Entire home/apt,124.0,1,18,1
4472,4472,9931795,Rental unit in Dublin · 1 bedroom · 1 bed · 1 bath,6920223,Dublin City,53.34783,-6.26114,Entire home/apt,124.0,7,1,1
4473,4473,10006474,Rental unit in Ringsend · ★4.88 · 1 bedroom · 1 bed · 1 bath,23140571,Dublin City,53.34011,-6.23505,Entire home/apt,124.0,2,8,1
4474,4474,10098485,Rental unit in Dublin · 2 bedrooms · 2 beds · 1 bath,51822448,Dublin City,53.34439,-6.24518,Entire home/apt,124.0,1,2,1
4475,4475,11932118,Home in Dublin · ★4.74 · 4 bedrooms · 4 beds · 2.5 baths,1964497,Dublin City,53.31757,-6.28578,Entire home/apt,333.0,4,34,1
4476,4476,10134641,Rental unit in Dublin · ★4.71 · 1 bedroom · 1 bed · 1 bath,2104371,Dublin City,53.35166,-6.2347,Private room,124.0,2,7,1
4477,4477,10207081,Rental unit in Dublin · ★4.52 · 2 bedrooms · 2 beds · 2 baths,21605896,South Dublin,53.26796,-6.37044,Entire home/apt,124.0,3,23,1
4478,4478,15467987,Home in Dublin  · ★4.40 · 2 bedrooms · 1 bed · 1 private bath,48450196,Dublin City,53.33868,-6.2767,Private room,124.0,1,56,3
4479,4479,12649302,Home in Clontarf · ★4.89 · 1 bedroom · 2 beds · 1 private bath,28950803,Dublin City,53.3687,-6.17845,Private room,124.0,30,66,2
4480,4480,12816494,Rental unit in Dublin · ★4.83 · 2 bedrooms · 2 beds · 2 baths,41314674,Dublin City,53.3373,-6.28552,Entire home/apt,124.0,2,6,1
4481,4481,12826515,Home in Kimmage · 1 bedroom · 1 bed · 2 baths,69986445,Dublin City,53.31732,-6.28962,Private room,124.0,1,0,1
4482,4482,12849119,Home in Dalkey · ★4.86 · 1 bedroom · 1 bed · 2 baths,70188742,Dn Laoghaire-Rathdown,53.27573,-6.11102,Private room,124.0,1,14,1
4483,4483,14202693,Home in Dublin · ★4.82 · 1 bedroom · 2 beds · 1.5 baths,83753472,Dublin City,53.38754,-6.24089,Private room,124.0,2,11,1
4484,4484,12925974,Rental unit in Dublin · ★4.41 · 1 bedroom · 4 beds · 1 bath,66948631,Dublin City,53.348,-6.26391,Entire home/apt,124.0,4,83,18
4485,4485,14214586,Condo in Ringsend · ★4.86 · 1 bedroom · 1 bed · 1 private bath,30685447,Dublin City,53.33938,-6.23305,Private room,50.0,3,21,1
4486,4486,12981422,Home in Sandymount · ★4.81 · 1 bedroom · 1 bed · 2.5 baths,41891395,Dublin City,53.33399,-6.21873,Private room,124.0,1,54,1
4487,4487,14289228,Rental unit in Dublin · ★4.91 · 1 bedroom · 1 bed · 1 bath,50054930,Dublin City,53.34147,-6.23318,Entire home/apt,124.0,2,23,1
4488,4488,13062789,Rental unit in Dublin · ★4.33 · 1 bedroom · 1 bed · 1 bath,72358063,Dublin City,53.34866,-6.26853,Private room,124.0,1,6,1
4489,4489,13073815,Townhouse in Dublin · ★4.25 · 3 bedrooms · 1 bed · 1 private bath,52807395,Dublin City,53.36098,-6.25283,Private room,124.0,1,4,1
4490,4490,13114334,Home in Dalkey · 3 bedrooms · 4 beds · 3 baths,56485677,Dn Laoghaire-Rathdown,53.2768,-6.1122,Entire home/apt,124.0,3,1,1
4491,4491,13200949,Bungalow in Foxrock · ★4.96 · 1 bedroom · 1 bed · 1 shared bath,12578256,Dn Laoghaire-Rathdown,53.27813,-6.16746,Private room,124.0,1,28,1
4492,4492,13238633,Home in Dublin 4 · ★4.38 · 3 bedrooms · 4 beds · 1 bath,37708442,Dublin City,53.33437,-6.21727,Entire home/apt,124.0,2,13,1
4493,4493,13243054,Home in Stepaside · ★5.0 · 1 bedroom · 1 bed · 1 bath,13185988,Dn Laoghaire-Rathdown,53.24956,-6.207,Private room,124.0,2,3,2
4494,4494,13256574,Home in Stepaside · 4 bedrooms · 4 beds · 3.5 baths,13185988,Dn Laoghaire-Rathdown,53.24914,-6.20515,Entire home/apt,124.0,2,1,2
4495,4495,13273818,Rental unit in Dublin  · ★4.37 · 1 bedroom · 1 bed · 1 shared bath,5348020,Dublin City,53.34755,-6.26704,Private room,124.0,1,43,1
4496,4496,13288968,Home in Dublin · 1 bedroom · 1 bed · 1 bath,74974962,Dublin City,53.32564,-6.27863,Private room,124.0,1,0,1
4497,4497,13291603,Rental unit in Dublin · ★4.25 · 1 bedroom · 1 bed · 2 shared baths,34453294,Dublin City,53.35121,-6.25059,Shared room,124.0,1,4,1
4498,4498,13312397,Rental unit in Dublin · 1 bedroom · 1 bed · 1 bath,75033433,Dublin City,53.3517,-6.25209,Entire home/apt,124.0,5,1,1
4499,4499,13315061,Home in Blackrock · 1 bedroom · 1 bed · 2 baths,75209591,Dn Laoghaire-Rathdown,53.30494,-6.2006,Private room,124.0,1,0,1
4500,4500,13320332,Rental unit in Dublin · ★4.58 · 2 bedrooms · 2 beds · 1 bath,64957866,Dublin City,53.34346,-6.2775,Entire home/apt,124.0,15,159,1
4501,4501,13328227,Rental unit in Dublin 6 · ★4.88 · 1 bedroom · 1 bed · 1 bath,54494246,Dublin City,53.3252,-6.25281,Entire home/apt,83.0,27,64,4
4502,4502,14357339,Rental unit in Dublin 8 · ★4.79 · 2 bedrooms · 3 beds · 1 shared bath,6035073,Dublin City,53.34127,-6.27498,Private room,124.0,1,117,6
4503,4503,13376776,Rental unit in Rathmines · ★4.23 · 1 bedroom · 1 bed · 1 shared bath,33687110,Dublin City,53.32436,-6.26513,Private room,124.0,2,133,3
4504,4504,13376902,Rental unit in Dublin · ★4.83 · 1 bedroom · 1 bed · 1 private bath,45605510,Dublin City,53.33979,-6.30497,Private room,124.0,2,54,1
4505,4505,13397033,Home in Dublin · ★4.84 · 2 bedrooms · 3 beds · 1 bath,4872909,Dublin City,53.3385,-6.27884,Entire home/apt,124.0,4,32,1
4506,4506,14541302,Home in Ranelagh · ★5.0 · 2 bedrooms · 2 beds · 1 shared bath,41944081,Dublin City,53.33168,-6.25398,Private room,124.0,2,7,2
4507,4507,13412185,Home in Dublin · ★5.0 · 2 bedrooms · 2 beds · 1 bath,55010942,Dublin City,53.36242,-6.2375,Entire home/apt,124.0,4,4,1
4508,4508,13425025,Rental unit in Dublin · ★4.40 · 1 bedroom · 1 bed · 1 bath,47634220,Dublin City,53.33972,-6.23602,Private room,124.0,1,5,1
4509,4509,13432622,Home in Dún Laoghaire · ★4.88 · 3 bedrooms · 1 bed · 1.5 baths,17334259,Dn Laoghaire-Rathdown,53.28501,-6.12243,Entire home/apt,124.0,3,8,2
4510,4510,13440759,Home in Dublin · ★4.95 · 1 bedroom · 1 bed · 1 shared bath,7665659,Dublin City,53.32486,-6.2723,Private room,124.0,1,55,1
4511,4511,14541318,Cabin in Dublin · ★4.71 · 2 bedrooms · 2 beds · 1 bath,43469324,Dublin City,53.35203,-6.28838,Entire home/apt,124.0,2,7,1
4512,4512,14544503,Rental unit in Dublin · ★4.88 · 2 bedrooms · 2 beds · 1 bath,90004602,Dublin City,53.3354,-6.27517,Entire home/apt,124.0,3,8,1
4513,4513,13476709,Rental unit in Dublin · ★4.29 · 1 bedroom · 1 bed · 1 shared bath,33687110,Dublin City,53.32648,-6.26568,Shared room,124.0,2,82,3
4514,4514,14605077,Home in Donabate · ★4.84 · 1 bedroom · 2 beds · 1 private bath,90625177,Fingal,53.48605,-6.14483,Private room,38.0,156,218,1
4515,4515,13487246,Home in Sandymount · 1 bedroom · 1 bed · 1.5 baths,72762292,Dublin City,53.33934,-6.23218,Private room,124.0,4,0,1
4516,4516,13491814,Home in Drumcondra · 5 bedrooms · 7 beds · 3 baths,77321561,Dublin City,53.37265,-6.24724,Entire home/apt,124.0,5,1,1
4517,4517,13490110,Rental unit in Dublin · ★4.96 · 1 bedroom · 1 bed · 1 private bath,7171042,Dublin City,53.34489,-6.23655,Private room,124.0,3,108,1
4518,4518,13490289,Home in Blackrock · 1 bedroom · 1 bed · 1 shared bath,77302114,Dn Laoghaire-Rathdown,53.28724,-6.18894,Private room,124.0,5,0,1
4519,4519,14645452,Home in Ranelagh · 1 bedroom · 1 bed · 1 bath,8935409,Dublin City,53.32186,-6.25041,Private room,124.0,1,0,1
4520,4520,13524806,Rental unit in Dublin · ★4.84 · 2 bedrooms · 1 bed · 1 shared bath,25572433,Dublin City,53.35897,-6.25502,Private room,124.0,2,25,1
4521,4521,15232922,Home in Dublin · ★4.87 · 1 bedroom · 1 bed · 2 baths,96831297,Dublin City,53.35282,-6.28609,Private room,124.0,3,170,1
4522,4522,13540670,Home in Sandymount · ★4.70 · 1 bedroom · 1 bed · 1 private bath,77790995,Dublin City,53.32988,-6.21448,Private room,124.0,2,27,1
4523,4523,15293223,Home in Dublin · ★5.0 · 2 bedrooms · 1 bed · 1.5 shared baths,97362460,Dublin City,53.35227,-6.27103,Private room,124.0,1,3,1
4524,4524,13558807,Home in Dublin · 2 bedrooms · 3 beds · 1 bath,37883893,Dn Laoghaire-Rathdown,53.29068,-6.14012,Entire home/apt,124.0,3,2,1
4525,4525,13546713,Home in Drumcondra · ★4.59 · 1 bedroom · 2 beds · 1 private bath,32038002,Dublin City,53.37178,-6.24063,Private room,124.0,2,27,1
4526,4526,14770396,Condo in Dublin · ★4.27 · 1 bedroom · 1 bed · 1 shared bath,92146461,Dublin City,53.35176,-6.27592,Private room,124.0,1,162,2
4527,4527,13587448,Home in Clonskeagh · 3 bedrooms · 3 beds · 2.5 baths,30370899,Dn Laoghaire-Rathdown,53.30254,-6.22646,Entire home/apt,124.0,3,2,1
4528,4528,13593996,Rental unit in Dublin · Studio · 1 bed · 1 bath,54943076,Dublin City,53.33182,-6.27613,Entire home/apt,124.0,3,0,1
4529,4529,13597329,Home in Bray · ★4.75 · 5 bedrooms · 6 beds · 3.5 baths,41129353,Dn Laoghaire-Rathdown,53.2105,-6.11222,Entire home/apt,124.0,10,4,1
4530,4530,13610824,Rental unit in Dublin 4 · ★4.90 · 1 bedroom · 1 bed · 1 private bath,78779116,Dublin City,53.3251,-6.22329,Private room,124.0,2,20,1
4531,4531,15327318,Home in Dublin · 2 bedrooms · 2 beds · 1 bath,97678099,Dublin City,53.33255,-6.26739,Entire home/apt,124.0,2,0,1
4532,4532,14857131,Rental unit in Dublin · ★4.83 · 1 bedroom · 1 bed · 1 bath,92809033,Dublin City,53.34602,-6.23808,Private room,80.0,90,18,1
4533,4533,15410846,Home in Dublin · ★4.33 · 1 bedroom · 1 bed · 1 shared bath,48450196,Dublin City,53.34008,-6.27451,Private room,124.0,2,223,3
4534,4534,13631175,Home in Dublin · ★4.89 · 1 bedroom · 1 bed · 1 bath,17376590,Dublin City,53.35231,-6.28951,Entire home/apt,124.0,2,19,1
4535,4535,13654990,Rental unit in Dublin · ★4.88 · 2 bedrooms · 2 beds · 1 bath,16343994,Dublin City,53.33873,-6.2363,Entire home/apt,124.0,3,8,1
4536,4536,13655139,Home in Dublin 6 · 1 bedroom · 1 bed · 1 shared bath,79317174,Dublin City,53.32338,-6.27752,Private room,124.0,3,1,1
4537,4537,13711379,Home in Dublin · 5 bedrooms · 5 beds · 1.5 baths,52921720,Dn Laoghaire-Rathdown,53.27813,-6.15694,Entire home/apt,124.0,4,1,1
4538,4538,14972466,Rental unit in Dublin · ★4.0 · 2 bedrooms · 1 bed · 1 bath,14129744,Dublin City,53.34426,-6.26701,Entire home/apt,124.0,2,4,1
4539,4539,13767500,Home in Dublin · ★4.60 · 1 bedroom · 2 beds · 1 bath,28764939,Dublin City,53.33714,-6.30539,Entire home/apt,124.0,2,5,1
4540,4540,13783906,Rental unit in Dublin · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,80829120,Dublin City,53.35201,-6.27042,Private room,124.0,2,22,1
4541,4541,15034757,Townhouse in Dublin · ★4.84 · 2 bedrooms · 5 beds · 1 bath,94952660,Dublin City,53.33981,-6.30424,Entire home/apt,246.0,2,58,1
4542,4542,13792057,Townhouse in Dublin · ★4.90 · 1 bedroom · 1 bed · 1 bath,57135394,Dublin City,53.34839,-6.34778,Entire home/apt,124.0,4,42,1
4543,4543,13837425,Home in Dublin · 3 bedrooms · 3 beds · 1 bath,64893641,Fingal,53.3784,-6.37917,Entire home/apt,124.0,3,1,1
4544,4544,13839096,Home in Cabra · ★4.64 · 1 bedroom · 1 bed · 1 private bath,22814202,Dublin City,53.36253,-6.28239,Private room,124.0,2,14,1
4545,4545,13799063,Rental unit in Drumcondra · ★4.33 · 1 bedroom · 1 bed · 1 bath,62924485,Dublin City,53.36478,-6.24882,Entire home/apt,124.0,1,3,1
4546,4546,13842046,Rental unit in Dublin · 1 bedroom · 1 bed · 1 bath,69940751,Dublin City,53.34564,-6.23577,Entire home/apt,124.0,3,0,1
4547,4547,13845577,Rental unit in Dublin · ★4.67 · 1 bedroom · 1 bed · 1 bath,81728291,Dublin City,53.34874,-6.24099,Private room,124.0,1,3,1
4548,4548,13862105,Rental unit in Dublin · 1 bedroom · 1 bed · 1 shared bath,81920394,Dublin City,53.34888,-6.27735,Shared room,124.0,3,0,2
4549,4549,13863733,Home in Irishtown · 2 bedrooms · 2 beds · 1.5 baths,81940252,Dublin City,53.33949,-6.22374,Entire home/apt,124.0,3,2,1
4550,4550,15443280,Rental unit in Dublin · ★4.43 · 2 bedrooms · 2 beds · 2 baths,99045953,Dublin City,53.33805,-6.28086,Entire home/apt,124.0,7,7,1
4551,4551,15055615,Rental unit in Dublin · ★4.50 · 2 bedrooms · 2 beds · 1 bath,3974041,Dublin City,53.33313,-6.29689,Entire home/apt,124.0,2,22,2
4552,4552,13913649,Townhouse in Ranelagh · ★4.60 · 3 bedrooms · 3 beds · 1.5 baths,5085725,Dublin City,53.32529,-6.25316,Entire home/apt,124.0,3,5,1
4553,4553,13941777,Home in Blackrock · 1 bedroom · 2 beds · 2 shared baths,82932054,Dn Laoghaire-Rathdown,53.28764,-6.18054,Private room,124.0,6,0,1
4554,4554,13985603,Rental unit in Fairview · 1 bedroom · 1 bed · 1 bath,32265277,Dublin City,53.36414,-6.24451,Private room,124.0,2,0,1
4555,4555,13995712,Rental unit in Rathgar · ★4.92 · 1 bedroom · 1 bed · 1 bath,69056549,Dublin City,53.31601,-6.26839,Entire home/apt,124.0,5,51,1
4556,4556,14005062,Rental unit in Dublin · ★3.0 · Studio · 1 bed · 1 bath,81642435,Dublin City,53.33775,-6.24611,Entire home/apt,124.0,4,7,3
4557,4557,14012265,Townhouse in Ranelagh · ★5.0 · 3 bedrooms · 3 beds · 1 bath,80320178,Dublin City,53.32537,-6.25927,Entire home/apt,124.0,4,4,1
4558,4558,14056945,Home in Rathmines · 1 bedroom · 1 bed · 1 shared bath,68227298,Dublin City,53.31858,-6.26261,Private room,124.0,15,0,1
4559,4559,14069865,Rental unit in Dublin · ★4.58 · 1 bedroom · 1 bed · 1 shared bath,69386244,Dublin City,53.34772,-6.277,Private room,124.0,3,12,5
4560,4560,14035113,Home in Dublin · ★4.55 · 2 bedrooms · 1 bed · 1 bath,44743573,Dublin City,53.33981,-6.29641,Private room,124.0,1,22,1
4561,4561,14079582,Home in Glasnevin · ★4.82 · 3 bedrooms · 3 beds · 1 bath,5360997,Dublin City,53.38596,-6.27154,Entire home/apt,124.0,4,11,1
4562,4562,14086734,Home in Blackrock · ★4.61 · 4 bedrooms · 5 beds · 2 baths,84711779,Dn Laoghaire-Rathdown,53.28416,-6.17529,Entire home/apt,124.0,2,44,1
4563,4563,14124147,Rental unit in Dublin · 1 bedroom · 1 bed · 1 bath,69386244,Dublin City,53.35006,-6.27729,Entire home/apt,124.0,7,1,5
4564,4564,14120706,Townhouse in Dublin · ★4.78 · 1 bedroom · 1 bed · 1 private bath,34246072,Dublin City,53.33548,-6.26851,Private room,124.0,2,46,1
4565,4565,14147637,Rental unit in Dublin · 1 bedroom · 1 bed · 1 shared bath,69386244,Dublin City,53.3501,-6.27796,Private room,124.0,5,0,5
4566,4566,15161206,Home in Dublin · ★4.98 · 1 bedroom · 1 bed · 1 private bath,31671969,Dublin City,53.3548,-6.29718,Private room,124.0,3,250,1
4567,4567,14176073,Rental unit in Dublin · 2 bedrooms · 2 beds · 1 bath,85842598,Dublin City,53.34239,-6.23708,Entire home/apt,124.0,3,0,1
4568,4568,14182397,Home in Dublin · 1 bedroom · 1 bed · 1.5 baths,72809672,Dublin City,53.31717,-6.31509,Private room,124.0,1,0,1
4569,4569,17562361,Rental unit in Dublin · ★4.67 · 1 bedroom · 1 bed · 1 bath,57056182,Dublin City,53.34426,-6.27326,Private room,124.0,5,3,1
4570,4570,17568650,Rental unit in Dublin · 2 bedrooms · 3 beds · 1 bath,119159174,Dublin City,53.33775,-6.27845,Entire home/apt,124.0,2,1,1
4571,4571,17584971,Rental unit in Dublin · Studio · 1 shared bath,14151332,Dublin City,53.35241,-6.27764,Private room,124.0,1,0,1
4572,4572,18230728,Home in St Margaret's rd · ★4.92 · 1 bedroom · 2 beds · 1 bath,55752516,Dublin City,53.40582,-6.2893,Private room,124.0,1,37,1
4573,4573,17616236,Home in Dublin · 1 bedroom · 1 bed · 1 shared bath,37420432,Dublin City,53.35388,-6.23125,Private room,124.0,2,0,1
4574,4574,18245697,Rental unit in phibsboro · 1 bedroom · 1 bed · 1 bath,31970154,Dublin City,53.36087,-6.27072,Private room,124.0,2,2,1
4575,4575,18238473,Home in Clontarf · ★4.84 · 1 bedroom · 2 beds · 1 bath,124016245,Dublin City,53.36706,-6.20923,Private room,124.0,1,44,2
4576,4576,17648997,Rental unit in Dublin · 1 bedroom · 1 bed · 1 bath,82486906,Dublin City,53.33185,-6.26542,Entire home/apt,124.0,21,1,1
4577,4577,17648114,Home in Dublin · ★4.88 · 3 bedrooms · 4 beds · 2 baths,45578537,Dublin City,53.3389,-6.27458,Entire home/apt,100.0,2,208,3
4578,4578,17662376,Rental unit in Dublin · ★4.75 · 1 bedroom · 1 bed · 1 bath,79095429,Dublin City,53.35526,-6.25619,Private room,124.0,1,8,1
4579,4579,17646150,Rental unit in Dublin 8 · 2 bedrooms · 3 beds · 1 bath,6035073,Dublin City,53.34138,-6.27525,Entire home/apt,124.0,1,2,6
4580,4580,17666241,Home in Dublin · ★4.85 · 2 bedrooms · 1 bed · 1 shared bath,88642105,Dublin City,53.35292,-6.28512,Private room,124.0,2,217,2
4581,4581,17673363,Home in Dublin · ★4.87 · 1 bedroom · 1 bed · 1 shared bath,88642105,Dublin City,53.35123,-6.28691,Private room,124.0,2,202,2
4582,4582,17682161,Rental unit in Dublin · ★4.36 · 1 bedroom · 1 bed · 1 shared bath,120422194,Dublin City,53.35071,-6.25352,Private room,124.0,2,14,1
4583,4583,18301280,Home in Sutton · 3 bedrooms · 3 beds · 2.5 baths,126324261,Fingal,53.39085,-6.12206,Entire home/apt,124.0,5,0,1
4584,4584,15719623,Rental unit in Dublin · 1 bedroom · 1 bed · 1 bath,47199164,Dublin City,53.34919,-6.28455,Private room,124.0,2,0,1
4585,4585,15662149,Rental unit in Rathmines · ★4.67 · 1 bedroom · 2 beds · 1 bath,101117916,Dublin City,53.31559,-6.26623,Entire home/apt,124.0,1,165,4
4586,4586,17688615,Home in Dublin · 4 bedrooms · 4 beds · 2 baths,25744131,Dublin City,53.31894,-6.27974,Entire home/apt,124.0,5,0,1
4587,4587,15749806,Townhouse in Foxrock · ★5.0 · 1 bedroom · 1 bed · 1 private bath,91978152,Dublin City,53.35987,-6.29844,Private room,124.0,2,9,1
4588,4588,15763163,Rental unit in Drumcondra · ★4.91 · 1 bedroom · 1 bed · 1 bath,101924325,Dublin City,53.36723,-6.25786,Entire home/apt,124.0,2,23,1
4589,4589,15742326,Rental unit in Dublin · ★4.66 · 2 bedrooms · 4 beds · 1 bath,18976273,Dublin City,53.34508,-6.26893,Entire home/apt,124.0,2,134,6
4590,4590,15796152,Rental unit in Dublin 7 · ★4.73 · 2 bedrooms · 2 beds · 1 bath,41786807,Dublin City,53.35159,-6.28049,Entire home/apt,124.0,1,51,1
4591,4591,17682372,Rental unit in Dublin · ★4.72 · 2 bedrooms · 2 beds · 1 bath,2044265,Dublin City,53.34125,-6.23638,Entire home/apt,124.0,2,32,1
4592,4592,24818015,Home in Ballybrack · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,71249723,Dn Laoghaire-Rathdown,53.25445,-6.1358,Private room,71.0,3,31,1
4593,4593,634743130495143706,Bungalow in Ardilea · ★4.60 · 3 bedrooms · 3 beds · 2 baths,130005342,Dn Laoghaire-Rathdown,53.301338,-6.228335,Entire home/apt,600.0,2,5,1
4594,4594,978411332156509107,Guesthouse in Blanchardstown · ★5.0 · 1 bedroom · 1 bed · 1 bath,199780852,Fingal,53.38950277012589,-6.3851942523522505,Entire home/apt,116.0,1,3,1
4595,4595,1033705572655234651,Rental unit in Dublin 8 · ★New · 1 bedroom · 1 bed · 1 bath,48142519,Dublin City,53.34225201643521,-6.268829102377329,Private room,49.0,1,1,1
4596,4596,977320596184977298,Home in Dublin 8 · 2 bedrooms · 2 beds · 1 bath,95295453,Dublin City,53.33672522444681,-6.292959471186595,Entire home/apt,300.0,2,2,1
4597,4597,15814444,Townhouse in Dublin · ★4.77 · 2 bedrooms · 2 beds · 1 bath,15221734,Dublin City,53.33175,-6.26697,Entire home/apt,200.0,7,13,1
4598,4598,17698717,Rental unit in Dublin · ★4.0 · Studio · 2 beds · 1 bath,24729610,Dublin City,53.33827,-6.28621,Entire home/apt,124.0,2,3,1
4599,4599,15818092,Rental unit in Dublin · ★4.62 · 1 bedroom · 1 bed · 1 bath,3765309,Dublin City,53.34796,-6.26197,Entire home/apt,124.0,2,26,1
4600,4600,17700049,Rental unit in Dublin 6 · ★4.58 · 1 bedroom · 1 bed · 1 shared bath,33687110,Dublin City,53.32444,-6.26517,Private room,124.0,1,12,3
4601,4601,15908888,Home in Glasnevin · ★5.0 · 1 bedroom · 2 beds · 1 private bath,103206298,Dublin City,53.36788,-6.28301,Private room,124.0,3,3,3
4602,4602,17706880,Rental unit in Templebar · ★4.94 · 1 bedroom · 1 bed · 1 shared bath,49991888,Dublin City,53.3434,-6.26799,Private room,124.0,3,18,2
4603,4603,16050196,Home in Dublin 22 · ★4.72 · 1 bedroom · 3 baths,94317877,South Dublin,53.34283,-6.40747,Private room,60.0,3,53,1
4604,4604,16081960,"Rental unit in Dublin, Ireland · 1 bedroom · 1 bed · 1 bath",104805223,Dublin City,53.33526,-6.29161,Private room,124.0,14,0,1
4605,4605,16177795,Condo in Mount Saint Annes · ★4.73 · 1 bedroom · 1 bed · 1 bath,105622413,Dublin City,53.3120832,-6.2481098,Entire home/apt,124.0,2,11,1
4606,4606,16172934,Rental unit in Ringsend · ★4.78 · 1 bedroom · 1 bed · 1 bath,19529559,Dublin City,53.34484,-6.22678,Entire home/apt,124.0,30,111,1
4607,4607,16185217,Place to stay in Dublin · 1 bedroom · 1 bed · 1 bath,105687317,Dublin City,53.35247,-6.23429,Private room,124.0,1,1,1
4608,4608,16270951,Rental unit in Dublin · ★4.45 · 1 bedroom · 1 bed · 1 bath,106410457,Dublin City,53.34281,-6.26875,Entire home/apt,124.0,2,93,1
4609,4609,16331610,Rental unit in Dublin · 1 bedroom · 2 beds · 1 shared bath,106906487,Dublin City,53.33001,-6.2479,Shared room,124.0,1,0,1
4610,4610,17742592,Cabin in Dublin · 1 bedroom · 1 bed · 1 bath,7871247,Dublin City,53.34038,-6.28104,Entire home/apt,124.0,2,2,1
4611,4611,17787937,Rental unit in Dublin · ★5.0 · 1 bedroom · 1 bed · 1 private bath,83238036,Dublin City,53.34489,-6.28003,Private room,124.0,1,6,1
4612,4612,16532401,Rental unit in Ballyfermot · 1 bedroom · 1 bed · 1 bath,62367776,Dublin City,53.34147,-6.3337,Entire home/apt,124.0,2,0,1
4613,4613,16486689,Rental unit in Dublin · 1 bedroom · 1 bed · 1 shared bath,66373817,Dublin City,53.3478,-6.28041,Private room,124.0,1,0,1
4614,4614,17803116,Home in Donaghmede · 1 bedroom · 1 bed · 1 bath,121663543,Dublin City,53.39918,-6.17172,Private room,124.0,1,0,1
4615,4615,16623868,Rental unit in Dublin · ★4.88 · 2 bedrooms · 2 beds · 2 baths,109777116,Dublin City,53.34537,-6.26256,Entire home/apt,124.0,3,130,1
4616,4616,16625894,Home in Dublin  · ★4.64 · 2 bedrooms · 2 beds · 1 bath,35317158,Dublin City,53.32513,-6.26794,Entire home/apt,124.0,2,11,1
4617,4617,16697344,Bungalow in Dublin · ★4.67 · 4 bedrooms · 6 beds · 1 bath,26910752,Dn Laoghaire-Rathdown,53.23886,-6.11229,Entire home/apt,170.0,7,3,1
4618,4618,16738755,Home in Donnybrook · 2 bedrooms · 1 bed · 1 private bath,19582056,Dublin City,53.32741,-6.24517,Private room,124.0,2,2,1
4619,4619,16801886,Rental unit in Dublin · ★4.24 · 2 bedrooms · 2 beds · 1 bath,111708331,Dublin City,53.33074,-6.22593,Entire home/apt,124.0,2,25,1
4620,4620,16809987,Condo in Rathgar · ★4.90 · 2 bedrooms · 2 beds · 1 bath,5057399,Dublin City,53.31283,-6.27,Entire home/apt,124.0,14,139,1
4621,4621,16810933,Rental unit in Dublin · 1 bedroom · 1 bed · 1 bath,23302075,Dublin City,53.34033,-6.23784,Entire home/apt,124.0,1,2,1
4622,4622,16827752,Home in Dublin · ★4.50 · 2 bedrooms · 2 beds · 1 bath,16869824,Dublin City,53.3571,-6.24025,Entire home/apt,124.0,3,4,1
4623,4623,16854865,Rental unit in Dublin · 1 bedroom · 2 beds · 1 bath,5930127,Dublin City,53.33971,-6.27557,Entire home/apt,124.0,3,2,1
4624,4624,17904037,Rental unit in Dublin · ★4.72 · 1 bedroom · 1 bed · 1 shared bath,122691888,Dublin City,53.32882,-6.25816,Private room,124.0,1,215,1
4625,4625,17009602,Home in Sandymount · ★4.72 · 2 bedrooms · 2 beds · 1 bath,78229108,Dublin City,53.33477,-6.21886,Entire home/apt,124.0,3,25,1
