,Unnamed: 0,id,name,host_id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,Listing ownership
1993,1993,18735152,Home in Clondalkin · ★4.90 · 4 bedrooms · 4 beds · 2 baths,130314169,South Dublin,53.32407,-6.40747,Entire home/apt,167,3,30,1,Single property
1994,1994,18740243,Rental unit in Ballsbridge · ★4.89 · 2 bedrooms · 2 beds · 1 bath,130370857,Dublin City,53.33255,-6.24382,Entire home/apt,149,1,9,1,Single property
1995,1995,18742855,Rental unit in Dublin · ★4.60 · 1 bedroom · 1 bed · 1 shared bath,22230540,Dublin City,53.35163,-6.27155,Private room,75,3,10,1,Single property
1996,1996,18752180,Rental unit in Dublin · ★4.81 · Studio · 1 bed · 1 shared bath,21131297,Dublin City,53.34508,-6.24686,Private room,45,3,48,1,Single property
1997,1997,18752569,Home in Dublin · ★4.58 · 1 bedroom · 1 bed · 1.5 shared baths,129277539,Fingal,53.38342,-6.41082,Private room,39,2,113,1,Single property
1998,1998,18761639,Home in Cabra · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,128097368,Dublin City,53.36137,-6.28504,Private room,102,1,6,1,Single property
1999,1999,18765494,Rental unit in Dublin · 1 bedroom · 1 bed · 1 bath,99725020,Dublin City,53.35696,-6.2653,Entire home/apt,88,1,2,12,Excessive properties
2000,2000,18768767,Guest suite in Rathcoole · ★4.74 · 2 bedrooms · 1 bed · 1 bath,38555551,South Dublin,53.2811,-6.47236,Entire home/apt,60,4,120,1,Single property
2001,2001,18768867,Home in Marino · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,42024098,Dublin City,53.36633,-6.23392,Private room,60,1,9,1,Single property
2002,2002,18771887,Townhouse in Ringsend · ★4.43 · 1 bedroom · 1 bed · 1 private bath,99609519,Dublin City,53.33793,-6.23765,Private room,65,7,121,5,Multiple properties
2003,2003,18781803,Condo in Dublin · ★4.72 · 1 bedroom · 1 bed · 1 shared bath,9210909,Dublin City,53.34553,-6.28187,Private room,50,2,49,1,Single property
2004,2004,18792748,Townhouse in Dundrum · ★4.88 · 1 bedroom · 2 beds · 1.5 baths,126873943,Dn Laoghaire-Rathdown,53.30217,-6.24188,Entire home/apt,100,3,24,1,Single property
2005,2005,18793005,Rental unit in Dublin · 1 bedroom · 1 bed · 1.5 baths,36036156,South Dublin,53.27204,-6.31833,Private room,36,1,2,1,Single property
2006,2006,18799672,Home in Dublin · 1 bedroom · 1 bed · 1 shared bath,45835404,Dublin City,53.34641,-6.27848,Private room,50,3,1,3,Multiple properties
2007,2007,18803712,Bungalow in Dublin · ★4.77 · 1 bedroom · 1 bed · 1 bath,75597259,Dublin City,53.39177,-6.31199,Entire home/apt,65,1,303,1,Single property
2008,2008,18804967,Cabin in Donnybrook · ★5.0 · 2 bedrooms · 2 beds · 1 bath,130909597,Dublin City,53.32269,-6.23521,Entire home/apt,120,3,6,1,Single property
2009,2009,18808719,Townhouse in Dublin · 1 bedroom · 1 bed · 1 bath,14268605,Dublin City,53.3604,-6.2526,Entire home/apt,120,1,2,1,Single property
2010,2010,18817733,Home in Saggart · ★4.98 · 2 bedrooms · 2 beds · 1 private bath,81331176,South Dublin,53.27804,-6.4394,Private room,60,1,45,1,Single property
2011,2011,18835412,Rental unit in Stoneybatter · ★4.53 · 2 bedrooms · 2 beds · 1 bath,26889701,Dublin City,53.35218,-6.27852,Entire home/apt,2500,2,15,1,Single property
2012,2012,18837038,Home in Dublin · ★4.93 · 2 bedrooms · 2 beds · 1 bath,24586261,Dn Laoghaire-Rathdown,53.30611,-6.25431,Entire home/apt,286,2,17,1,Single property
2013,2013,18845106,Home in Castleknock · ★5.0 · 3 bedrooms · 3 beds · 1 bath,56442838,Fingal,53.37805,-6.37413,Entire home/apt,75,2,5,1,Single property
2014,2014,18847673,Rental unit in Dublin · ★5.0 · 1 bedroom · 1 bed · 1 private bath,131280509,Dublin City,53.34866,-6.23133,Private room,90,2,3,2,Multiple properties
2015,2015,18848268,Home in Swords · ★4.95 · 1 bedroom · 1 bed · 2 shared baths,15189624,Fingal,53.45419,-6.23171,Private room,55,1,260,1,Single property
2016,2016,18853179,Rental unit in Dublin · ★4.78 · 1 bedroom · 2 beds · 1 bath,26431879,Dublin City,53.3475,-6.26767,Entire home/apt,100,2,37,1,Single property
2017,2017,18853837,Rental unit in Dublin · ★4.83 · 1 bedroom · 2 beds · 1 bath,108827100,Dublin City,53.34763,-6.26228,Entire home/apt,190,2,345,2,Multiple properties
2018,2018,18854267,Rental unit in Dublin · 2 bedrooms · 2 beds · 1 shared bath,51398585,Dublin City,53.3381,-6.27819,Private room,130,2,2,2,Multiple properties
2019,2019,18856354,Home in Dublin · ★4.58 · 7 bedrooms · 10 beds · 9.5 baths,29374510,Dublin City,53.35327,-6.23866,Entire home/apt,316,14,36,2,Multiple properties
2020,2020,18864773,Home in Dublin · ★4.92 · 3 bedrooms · 4 beds · 1 bath,9810319,Dublin City,53.36411,-6.28005,Entire home/apt,170,2,12,1,Single property
2021,2021,18869406,Rental unit in Dublin · ★4.33 · 1 bedroom · 1 bed · 1 private bath,131468956,Dn Laoghaire-Rathdown,53.2912,-6.20222,Private room,49,2,3,3,Multiple properties
2022,2022,18869426,Serviced apartment in Dublin · ★4.66 · 2 bedrooms · 2 beds · 2 baths,126495480,Dublin City,53.34509,-6.23442,Entire home/apt,279,14,128,10,Multiple properties
2023,2023,18869530,Condo in Dublin · ★4.89 · 1 bedroom · 2 beds · 1 bath,12036741,Dublin City,53.35242,-6.2748,Entire home/apt,115,14,202,16,Excessive properties
2024,2024,18870944,Home in Dublin 12 · 2 bedrooms · 1 bed · 1 shared bath,130216540,South Dublin,53.30976,-6.31922,Private room,45,1,1,1,Single property
2025,2025,18903404,Condo in Dublin · ★4.80 · 2 bedrooms · 3 beds · 1.5 baths,127074027,Dublin City,53.34704,-6.27914,Entire home/apt,111,2,184,2,Multiple properties
2026,2026,18903535,Rental unit in Dublin 1 · ★4.91 · 1 bedroom · 2 beds · 1 bath,1414042,Dublin City,53.34964,-6.26972,Entire home/apt,131,2,109,3,Multiple properties
2027,2027,18904305,Guest suite in Dublin 18 · ★4.92 · 1 bedroom · 1 bed · 1 bath,131742647,Dn Laoghaire-Rathdown,53.22063,-6.22443,Entire home/apt,117,2,389,4,Multiple properties
2028,2028,18912696,Home in Dublin · ★4.88 · 2 bedrooms · 1 bed · 1 bath,65004473,Dublin City,53.33702,-6.27594,Entire home/apt,65,2,8,1,Single property
2029,2029,18914686,Home in Drumcondra · ★4.91 · 3 bedrooms · 3 beds · 1 bath,21697167,Dublin City,53.37009,-6.25194,Entire home/apt,300,1,104,1,Single property
2030,2030,18926197,Home in Dublin 6 · 2 bedrooms · 2 beds · 1.5 baths,19249240,Dublin City,53.31151,-6.27376,Private room,110,2,1,1,Single property
2031,2031,18926846,Rental unit in Mount Saint Annes · ★5.0 · 1 bedroom · 1 bed · 1 private bath,118481365,Dublin City,53.31233,-6.24838,Private room,53,2,6,1,Single property
2032,2032,18929614,Townhouse in Dublin 4 · ★4.62 · Studio · 1 private bath,99609519,Dublin City,53.33967,-6.2377,Private room,64,1,80,5,Multiple properties
2033,2033,18932296,Condo in Dublin · ★4.96 · 1 bedroom · 2 beds · 1 shared bath,15753561,Dublin City,53.34726,-6.284477,Private room,111,2,72,1,Single property
2034,2034,18938916,Guest suite in Baile Átha Cliath 9 · ★4.74 · 1 bedroom · 1 bed · 1 bath,6977137,Dublin City,53.37055,-6.26811,Private room,60,1,145,1,Single property
2035,2035,18945731,Rental unit in Dublin · ★4.81 · 2 bedrooms · 2 beds · 1 bath,61104024,Dublin City,53.34267,-6.28068,Entire home/apt,120,1,31,1,Single property
2036,2036,18947620,Rental unit in Rialto · ★4.86 · 1 bedroom · 1 bed · 1 private bath,132591519,Dublin City,53.33514,-6.29941,Private room,162,60,63,1,Single property
2037,2037,18954805,Home in Dublin 1 · ★3.33 · 1 bedroom · 1 bed · 1 private bath,33818073,Dublin City,53.35743,-6.25245,Private room,63,1,3,1,Single property
2038,2038,18955822,Home in Dublin 8 · ★4.0 · 3 bedrooms · 3 beds · 1 bath,74827311,Dublin City,53.33413,-6.27945,Entire home/apt,130,2,9,1,Single property
2039,2039,18974495,Condo in Dublin 8 · ★4.44 · 2 bedrooms · 2 beds · 1 bath,128662665,Dublin City,53.34498,-6.28319,Entire home/apt,100,7,28,1,Single property
2040,2040,18987596,Home in Malahide · ★4.95 · 2 bedrooms · 1 bed · 1 private bath,443486,Fingal,53.44652,-6.14684,Private room,6769,2,22,1,Single property
2041,2041,18991499,Rental unit in North Strand · ★4.83 · 1 bedroom · 2 beds · 1 bath,74257124,Dublin City,53.35867,-6.2443,Entire home/apt,95,3,150,1,Single property
2042,2042,18993080,Rental unit in Dublin 1 · ★4.53 · 1 bedroom · 2 beds · 1.5 shared baths,179339334,Dublin City,53.34775,-6.26675,Private room,60,2,103,1,Single property
2043,2043,18994318,Rental unit in Ranelagh · 1 bedroom · 1 bed · 1 bath,38932227,Dublin City,53.3275,-6.25959,Entire home/apt,50,2,1,1,Single property
2044,2044,18994714,Rental unit in Dublin 1 · ★4.0 · 1 bedroom · 1 bed · 1 shared bath,132498346,Dublin City,53.35054,-6.2539,Private room,36,1,5,1,Single property
2045,2045,18995514,Condo in Dublin · ★4.57 · 1 bedroom · 1 bed · 1 private bath,60373213,Dublin City,53.34199,-6.24043,Private room,85,3,16,1,Single property
2046,2046,18995584,Rental unit in Dublin · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,132163527,Dublin City,53.33621,-6.27554,Private room,99,2,23,1,Single property
2047,2047,19016909,Rental unit in Dublin · Studio · 1 bed · 1 bath,99725020,Dublin City,53.35657,-6.265,Entire home/apt,65,1,0,12,Excessive properties
2048,2048,19023547,Rental unit in Dublin · 1 bedroom · 1 bed · 1 shared bath,17583635,Dublin City,53.34148,-6.23597,Private room,65,2,2,1,Single property
2049,2049,19026019,Rental unit in Dublin 2 · ★5.0 · 1 bedroom · 1 bed · 1 bath,132763918,Dublin City,53.34232,-6.24092,Entire home/apt,150,2,21,1,Single property
2050,2050,19026252,Home in Whitehall · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,52453729,Dublin City,53.38954,-6.2455,Shared room,70,2,17,1,Single property
2051,2051,19027258,Rental unit in Dublin · ★5.0 · 3 bedrooms · 4 beds · 2 baths,6020122,Dublin City,53.37606,-6.24414,Entire home/apt,160,3,4,1,Single property
2052,2052,19027677,Rental unit in Dublin · ★5.0 · 1 bedroom · 1 bed · 1 bath,10783082,Dublin City,53.34584,-6.23726,Entire home/apt,123,5,25,1,Single property
2053,2053,19028229,Home in Dublin 8 · ★5.0 · 1 bedroom · 1 bed · 1 bath,132781731,Dublin City,53.33245,-6.27403,Entire home/apt,290,2,4,1,Single property
2054,2054,19033848,Townhouse in Dublin · ★4.74 · 1 bedroom · 1 bed · 1 shared bath,80643678,Dublin City,53.34296,-6.29412,Private room,50,2,20,1,Single property
2055,2055,19035659,Townhouse in Dublin 8 · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,4589116,Dublin City,53.33435,-6.27115,Private room,55,1,5,1,Single property
2056,2056,19042258,Rental unit in Dublin 8 · ★4.0 · 2 bedrooms · 1 bed · 1 bath,6750095,Dublin City,53.3359,-6.2773,Entire home/apt,78,2,5,1,Single property
2057,2057,19052248,Rental unit in Dublin · 2 bedrooms · 1 bed · 1 private bath,51974814,Dublin City,53.39965,-6.30087,Private room,25,21,0,2,Multiple properties
2058,2058,19062713,Rental unit in Dublin · ★4.75 · 2 bedrooms · 2 beds · 2 baths,116455921,Dublin City,53.33174,-6.26118,Entire home/apt,150,2,4,2,Multiple properties
2059,2059,19064774,Townhouse in Phibsborough · ★4.91 · 2 bedrooms · 1 bed · 2 shared baths,108875308,Dublin City,53.35477,-6.27103,Private room,80,3,23,1,Single property
2060,2060,19064849,Rental unit in Dublin 8 · 1 bedroom · 1 bed · 1 shared bath,51398585,Dublin City,53.33721,-6.28033,Private room,60,5,0,2,Multiple properties
2061,2061,19078972,Rental unit in Royal Canal Park · ★4.20 · 2 bedrooms · 2 beds · 2 baths,438076,Dublin City,53.37582,-6.31735,Entire home/apt,76,2,20,1,Single property
2062,2062,19091481,Home in Killiney · ★4.90 · 2 bedrooms · 2 beds · 1 bath,39213542,Dn Laoghaire-Rathdown,53.2486,-6.11964,Entire home/apt,111,3,21,1,Single property
2063,2063,19091994,Home in Whitehall · ★4.89 · 1 bedroom · 1 bed · Shared half-bath,133347727,Dublin City,53.38081,-6.24482,Private room,71,2,77,2,Multiple properties
2064,2064,19101139,Home in Drimnagh · ★4.85 · 3 bedrooms · 1 bed · 1 shared bath,60525399,Dublin City,53.32725,-6.32332,Private room,31,7,16,2,Multiple properties
2065,2065,19119114,Rental unit in Dublin 6 · 2 bedrooms · 2 beds · 1 bath,81434536,Dublin City,53.32356,-6.25335,Entire home/apt,90,5,0,1,Single property
2066,2066,19120545,Bungalow in Killiney · 3 bedrooms · 1 bed · 1 shared bath,133617685,Dn Laoghaire-Rathdown,53.2548,-6.11876,Private room,50,1,0,1,Single property
2067,2067,19126643,Guest suite in Dublin 18 · ★4.93 · 1 bedroom · 1 bed · 1 bath,131742647,Dn Laoghaire-Rathdown,53.22232,-6.22302,Entire home/apt,123,2,251,4,Multiple properties
2068,2068,19130837,Rental unit in Dublin 8 · 1 bedroom · 1 bed · 1 bath,34269441,Dublin City,53.34203,-6.27496,Entire home/apt,100,4,1,1,Single property
2069,2069,19131348,Home in Dublin 14 · 3 bedrooms · 4 beds · 3 baths,69826007,Dn Laoghaire-Rathdown,53.30489,-6.2427,Entire home/apt,76,6,1,1,Single property
2070,2070,19133172,Home in Dublin  · ★4.71 · 3 bedrooms · 3 beds · 3 baths,58205431,Dublin City,53.33444,-6.25707,Entire home/apt,300,2,8,1,Single property
2071,2071,19136246,Rental unit in Dublin · ★4.43 · 1 bedroom · 1 bed · 1 bath,129632853,Dublin City,53.34471,-6.26524,Entire home/apt,86,2,21,1,Single property
2072,2072,19137192,Home in Beaumont · ★4.87 · 2 bedrooms · 1 bed · 2 shared baths,80205431,Dublin City,53.38311,-6.23364,Private room,154,1,73,5,Multiple properties
2073,2073,19140087,Home in Dublin 8 · 1 bedroom · 1 bed · 1 shared bath,133789903,Dublin City,53.33888,-6.28107,Private room,50,5,1,1,Single property
2074,2074,19147019,Home in Rathmines · 1 bedroom · 1 bed · 1 shared bath,93631337,Dublin City,53.32322,-6.25764,Private room,30,2,0,1,Single property
2075,2075,19151456,Home in Dublin 3 · 4 bedrooms · 5 beds · 3.5 baths,41949484,Dublin City,53.36702,-6.21219,Entire home/apt,295,3,2,1,Single property
2076,2076,19152499,Home in Dublin 8 · 2 bedrooms · 3 beds · 2 baths,12389621,Dublin City,53.33414,-6.2837,Entire home/apt,150,2,1,1,Single property
2077,2077,19154612,Rental unit in Terenure · ★4.60 · 1 bedroom · 2 beds · 1 bath,133923044,Dublin City,53.31398,-6.2797,Entire home/apt,81,5,5,1,Single property
2078,2078,19156449,Home in Dublin 8 · ★4.77 · 5 bedrooms · 5 beds · 3 baths,81508535,Dublin City,53.33097,-6.27174,Entire home/apt,523,2,39,1,Single property
2079,2079,19170335,Home in Ranelagh · ★4.84 · 3 bedrooms · 3 beds · 2.5 baths,33267678,Dublin City,53.32312,-6.25282,Entire home/apt,532,4,45,1,Single property
2080,2080,19171582,Cottage in Dublin · ★4.73 · 2 bedrooms · 2 beds · 1 bath,121045044,Dublin City,53.34684,-6.31199,Entire home/apt,180,2,185,1,Single property
2081,2081,19178081,Townhouse in Donaghmede Dublin 13 · ★4.81 · 1 bedroom · 1 bed · 1 shared bath,100608762,Dublin City,53.40158,-6.16695,Private room,31,1,107,4,Multiple properties
2082,2082,19180217,Rental unit in Dublin 8 · 1 bedroom · 1 bed · 1 shared bath,134145725,Dublin City,53.34494,-6.28408,Private room,65,1,1,1,Single property
2083,2083,19186464,Guest suite in Dublin 18 · ★4.95 · 1 bedroom · 1 bed · 1.5 baths,131742647,Dn Laoghaire-Rathdown,53.22264,-6.22346,Entire home/apt,102,2,312,4,Multiple properties
2084,2084,19187100,Rental unit in Hybreasal · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,24587931,Dublin City,53.33802,-6.30624,Private room,40,1,15,1,Single property
2085,2085,19189084,Guest suite in County Dublin · ★4.95 · 1 bedroom · 1 bed · 1 bath,131742647,Dn Laoghaire-Rathdown,53.22192,-6.22462,Entire home/apt,121,2,340,4,Multiple properties
2086,2086,19202885,Bungalow in Dublin · ★4.92 · 1 bedroom · 1 bed · 1.5 shared baths,22190367,Dublin City,53.37267,-6.20205,Private room,119,2,186,2,Multiple properties
2087,2087,19205307,Home in Dublin · ★4.75 · 2 bedrooms · 2 beds · 1.5 baths,14216669,Dublin City,53.33849,-6.32477,Entire home/apt,200,2,12,1,Single property
2088,2088,19211974,Home in Churchtown · ★4.81 · 1 bedroom · 2 beds · 1 shared bath,115436293,Dn Laoghaire-Rathdown,53.30149,-6.26161,Private room,30,2,16,1,Single property
2089,2089,19220591,Rental unit in Dublin · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,98923453,Dublin City,53.34884,-6.30298,Private room,55,2,12,1,Single property
2090,2090,19241403,Rental unit in Dublin · ★5.0 · 1 bedroom · 1 bed · 1 bath,131503260,Dn Laoghaire-Rathdown,53.30566,-6.23955,Entire home/apt,65,2,5,1,Single property
2091,2091,19244052,Home in Dublin 4 · ★4.78 · 2 bedrooms · 2 beds · 1 bath,16537106,Dublin City,53.33574,-6.22338,Entire home/apt,113,4,20,1,Single property
2092,2092,19245299,Rental unit in Milltown · 2 bedrooms · 4 beds · 2 baths,134749583,Dublin City,53.31173,-6.24893,Entire home/apt,90,2,0,1,Single property
2093,2093,19258957,Rental unit in Shankill · ★4.44 · 2 bedrooms · 2 beds · 2 baths,134856105,Dn Laoghaire-Rathdown,53.22521,-6.12663,Entire home/apt,54,1,10,1,Single property
2094,2094,19265844,Home in Dublin 7 · 1 bedroom · 1 bed · 1 shared bath,14179749,Dublin City,53.35713,-6.30096,Private room,65,1,2,1,Single property
2095,2095,19268157,Rental unit in Dublin · 1 bedroom · 1 bed · 1 shared bath,134913249,Dublin City,53.39363,-6.26532,Private room,50,2,1,1,Single property
2096,2096,19271019,Home in Dublin 6 · 1 bedroom · 1 bed · 1 private bath,76092063,Dublin City,53.32833,-6.2676,Private room,50,1,0,1,Single property
2097,2097,19281152,Home in Cabra · ★4.50 · 1 bedroom · 1 bed · 1 bath,7322593,Dublin City,53.36087,-6.28612,Private room,50,2,4,1,Single property
2098,2098,19291945,Bungalow in Dublin 7 · 1 bedroom · 1 bed · 1 shared bath,128889540,Dublin City,53.35067,-6.28147,Private room,55,2,2,2,Multiple properties
2099,2099,19292380,Rental unit in Howth · ★4.74 · Studio · 1 bed · 1 bath,49269911,Fingal,53.38625,-6.06603,Entire home/apt,150,2,291,3,Multiple properties
2100,2100,19293818,Place to stay in Dublin · 1 bedroom · 1 bed · 1 shared bath,69386244,Dublin City,53.35027,-6.27583,Private room,68,4,0,5,Multiple properties
2101,2101,19295178,Rental unit in Dublin 7 · 1 bedroom · 1 bed · 1 bath,69386244,Dublin City,53.34984,-6.27829,Private room,50,3,1,5,Multiple properties
2102,2102,19302879,Rental unit in Dublin · ★4.88 · 1 bedroom · 1 bed · 1 bath,17541123,Dublin City,53.35236,-6.26567,Entire home/apt,90,2,18,1,Single property
2103,2103,19307909,Home in Dublin · ★0.0 · 2 bedrooms · 2 beds · 1 private bath,28161117,Dublin City,53.37336,-6.30847,Private room,40,1,5,1,Single property
2104,2104,19311380,Rental unit in Dublin · ★4.75 · 1 bedroom · 1 bed · 1 private bath,16062987,Fingal,53.39859,-6.148,Private room,80,3,20,1,Single property
2105,2105,19314495,Rental unit in Drumcondra · ★4.60 · 2 bedrooms · 3 beds · 1 bath,134335206,Dublin City,53.36932,-6.25424,Entire home/apt,145,14,112,1,Single property
2106,2106,19322054,Home in Dublin · ★5.0 · 4 bedrooms · 5 beds · 4.5 baths,39634509,Dn Laoghaire-Rathdown,53.28404,-6.1164,Entire home/apt,197,8,3,1,Single property
